0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
872,818,486,405,162,344,293,149,166,583,279,247,773,882,638,485
873,424,361,657,243,39,875,436,717,62,136,11,200,128,251,142
874,886,887,154,208,286,613,533,829,151,203,604,370,7,103,179
875,369,785,531,24,742,17,41,616,897,448,719,627,826,61,465
876,376,445,712,863,250,664,421,29,137,657,597,91,262,224,826
877,437,192,35,307,892,755,531,380,795,831,172,78,484,738,494
878,592,89,289,281,576,870,250,102,127,402,415,417,614,399,421
879,826,453,882,110,770,394,459,479,595,315,191,168,448,104,62
880,559,786,75,402,224,810,467,544,171,875,202,604,725,147,815
881,143,608,155,580,422,36,387,552,152,335,854,335,327,693,157
882,58,314,802,875,608,463,499,698,399,615,308,801,172,433,621
883,110,73,505,702,146,718,783,95,526,137,689,736,118,578,278
884,664,801,517,436,85,544,803,482,276,661,635,376,157,587,137
885,508,619,200,565,727,894,419,249,128,516,749,187,859,783,63
886,543,651,562,90,497,42,55,529,779,308,842,147,719,875,391
887,215,543,256,661,590,862,830,33,475,832,539,610,545,434,231
888,773,74,315,574,179,353,239,346,613,39,734,211,500,211,238
889,94,818,170,625,819,66,391,80,400,893,573,20,398,798,127
890,834,318,124,695,728,726,548,12,204,675,454,48,202,343,546
891,324,13,479,796,285,744,116,796,567,336,599,275,736,121,23
892,361,790,817,331,213,72,848,831,767,253,163,316,884,756,849
893,385,267,582,397,817,478,29,462,780,809,15,326,634,371,232
894,682,239,4,603,119,885,423,147,442,724,527,132,90,227,166
895,811,109,335,597,73,731,77,382,738,517,723,401,770,344,115
896,447,14,270,724,696,113,880,387,673,770,450,709,830,784,313
897,233,31,125,386,392,838,649,597,205,537,787,305,694,64,412
898,43,59,885,13,893,209,177,271,616,645,765,119,450,860,741
899,897,500,850,582,409,553,124,837,871,894,637,631,373,181,795
900,784,254,660,301,655,814,593,700,141,751,73,196,727,730,122
